AREA,pop_2015,pop_growth,road_motorway,road_asphalt,road_others,CO2_2022,CO2_recent_growth,built_2015,green_2014,GDP_2015,GDP_growth,heatwave,distance_sea,y_pred_dec,ID_HDC_G0,PCA1,PCA2
33.0,97910.77356,1.9165681546452704,0.0,646716.9434,12404.1905,56368.90673828125,1.63316096659052,14.95446396,0.210177667,1323036416.0,1.970460259576612,10.50300026,374329.342559738,4,87,1.4373627,-1.4145274
11.0,67520.10535,13.04548620807151,0.0,140968.71140000003,167.2972,10971.67938232422,2.692599455742997,2.688459158,0.419047677,573068928.0,13.876339574629792,10.58510017,181276.372816152,0,89,-3.972437,2.4867187
115.0,200973.4399,1.0035466351242528,36512.654,1740151.3079,17940.67,150371.7529296875,-0.8065464814549136,81.5716095,0.467113494,5291785216.0,1.6237428696318057,5.622310162,108578.43576358412,2,90,13.411922,-3.6218667
15.0,63817.18323,0.9346523099918792,0.0,207612.4006,7698.8328,31559.681640625,2.6926002622855663,4.775723934,0.408145261,573151680.0,1.2343215679550434,12.8107996,195661.02220980136,3,91,-0.14369488,0.9520893
20.0,106102.2662,1.5594885694637295,0.0,354527.04769999994,4711.4937,26815.558471679688,2.69259942147617,12.26132488,0.439924179,736905600.0,2.6538407790685614,9.869179726,4825.555790043389,3,92,-0.6121311,0.5612788
23.0,104203.9283,1.102246301441823,0.0,362900.3109,3172.0074,16574.946166992188,2.6925997948189204,12.56005669,0.383984092,676224320.0,2.276403533670801,15.49989986,119498.19057527464,3,94,0.0153923035,0.5330515
13.0,73029.60498,2.911911746707463,0.0,202460.6736,5820.466899999999,7523.391967773437,2.6925995639093525,7.71065712,0.380087104,483025088.0,4.145999347240048,17.56349945,188738.4777503444,0,95,-2.540007,0.5278282
17.0,91360.29736,0.5295991763763386,0.0,265732.2241,1920.07,19472.397338867188,2.692599449921312,9.220184326,0.352274206,694614400.0,0.9093994454506982,13.44719982,212026.46061796756,3,96,0.30519962,0.7119055
33.0,114661.1175,2.3997394447865084,0.0,522886.1959000001,8024.61,44946.37451171875,2.6925993313942884,16.7948246,0.28542499,918116928.0,0.5896580870706547,10.33370018,340832.4956524893,0,97,-0.88756275,-1.1421154
42.0,63363.72119,4.232918634779792,10811.9672,541515.3385000001,8405.6096,76438.8779296875,-0.8065549253704254,25.42089272,0.291537034,1629436928.0,4.951664280945001,12.31499958,603364.2095461049,0,98,-2.7776642,-3.675805
14.0,74742.58557,1.0809377759459116,0.0,211479.84200000003,6578.639499999999,18605.58935546875,2.6925997384158795,5.643120289,0.386352591,798050368.0,1.2835737538067438,12.73970032,255934.8201110593,3,100,-0.627409,0.559577
14.0,60803.83777,0.9857834904384744,0.0,162879.7553,7260.848900000001,9717.749450683594,2.692599432911184,5.183897495,0.395851148,325503712.0,1.899704100613464,17.56349945,211508.4119324351,3,102,-0.40553665,1.1378984
17.0,50363.29724,1.3844952892039464,0.0,313531.7783,1742.4133,16115.869018554688,2.6926004993712187,9.274823189,0.233708122,451567552.0,-0.4926509678286894,5.355269909,406106.8060309087,3,103,0.67811203,1.3852811
28.0,108238.4863,0.3665578689403537,0.0,423793.0707,15905.8283,52620.795166015625,2.692600083760552,12.60952759,0.249117564,852945664.0,-1.5812099067009977,7.943759918,329787.8404900168,4,104,2.1281204,-0.036786556
23.0,138957.9868,1.4758121849177464,0.0,327140.921,19325.100100000003,45763.62573242188,2.692599772464481,10.60430622,0.321202204,988471040.0,2.533077452162713,17.56349945,217080.60852727425,0,105,-2.1341205,-0.5350723
53.0,311164.6905,2.1180181052796065,468.2482,749906.7504,11458.7468,74934.8544921875,2.6926000011289406,23.94028664,0.377411952,2363048960.0,3.418607502062332,19.75919914,158392.99407597663,0,106,0.12715149,-1.1857579
11.0,58191.57324,2.1419431597081706,0.0,162423.8944,886.6697,6474.043762207031,2.6925998442506627,4.188406944,0.313677704,516263040.0,2.359572949911626,16.68910027,271758.3598209438,3,107,-1.5514374,0.6638093
24.0,96069.87933,1.426590640593406,0.0,302469.2759,12995.7837,29398.87744140625,2.6926004876089724,11.50218678,0.366306033,522221664.0,2.496831089895601,18.66340065,262901.4220384039,0,108,-1.3834057,0.46331406
12.0,59294.34814,2.3401736677658658,0.0,198055.4456,1934.216,13112.197692871094,2.692600099652802,6.720550537,0.366357839,479935136.0,2.498603722530324,15.48509979,318442.71756122104,0,109,-1.8674507,0.4389801
15.0,64743.65845,1.6126193147771417,6508.9514,185115.0657,12644.3567,8879.216613769531,2.6925991245022622,3.644800186,0.446234069,385784960.0,2.587270878056458,21.28969955,175958.85114527185,0,110,-1.6870546,-0.0481143
29.0,133584.7058,1.334887809049956,0.0,580896.2245,14711.1667,69589.0908203125,2.692599992082501,15.75609016,0.217986531,1020194432.0,3.6004533906293767,7.989739895,312160.8249281615,3,113,0.7767544,-0.9234824
28.0,134083.5837,2.4622016757281484,0.0,368625.80750000005,17750.9382,54188.5703125,2.6925999491826227,16.77288818,0.368368024,1057019712.0,4.382900058160755,16.84720039,333152.89521847945,0,114,-3.9054837,-1.3015888
55.0,284937.5128,2.165170391535498,0.0,1032883.3146,7781.6175,186939.4755859375,2.712913174404078,24.81465149,0.230403291,2360796928.0,4.046623959572271,7.392179966,326542.6984860163,4,115,2.778491,-0.7262337
32.0,127997.6728,1.2921697154756329,3773.2138,555468.686,18479.4847,97649.7919921875,2.6925997943596567,20.25284195,0.224663627,1182547840.0,-0.6392842149714806,6.236209869,445469.3136455109,4,117,2.4385033,-1.0156527
21.0,104439.7089,1.569801102388091,726.1327,330732.8203,16342.1937,28812.05126953125,2.6926003994515573,10.0298357,0.362952615,1025821248.0,2.0300824314846144,14.66810036,357975.4349913486,0,118,-2.1314564,-0.5044255
22.0,100193.8564,1.3821604829562295,0.0,297226.24989999994,4525.154500000001,22523.837890625,2.6926001086776674,12.30788136,0.392794798,955459328.0,3.1020315928165454,24.93930054,256198.8086903,0,120,-1.0294752,0.47351408
62.0,456252.0856,2.4316437530147894,10962.4934,928601.1898,31284.6508,213788.4189453125,2.6925998290469386,36.53668594,0.310103611,4400328192.0,4.210348546449394,19.06990051,308575.7289208851,0,121,-0.15301132,-2.8472931
14.0,90499.76416,2.935405691337345,3052.7132,191521.7166,18339.1942,29800.10791015625,2.69260032898794,7.619217396,0.351176121,609518720.0,4.841735777714695,18.38190079,336102.2740332904,0,123,-3.8240008,-0.6695411
15.0,76231.49951,1.6460157743792836,0.0,177117.5969,14453.2773,11047.710815429688,2.692599836531448,9.510584831,0.402901316,383015360.0,3.496449816011382,20.93000031,282748.06503371685,0,124,-1.674109,0.5070596
34.0,180580.7524,1.866892414658028,6101.8503,518887.4948,19497.018900000003,154738.4912109375,2.692600488768973,23.09892845,0.331724301,1322513408.0,3.7953566819163065,20.93000031,302178.2123156096,0,125,-2.041803,-2.0880735
28.0,127522.7108,2.001446489718761,3308.7454,356005.3155,15550.3762,45700.8095703125,2.6925998440069536,8.362262726,0.360073032,1088026368.0,3.685296095585944,18.38190079,345477.75280237856,0,127,-3.5788636,-1.1862113
10.0,63232.65356,0.8976836680653744,0.0,148998.2517,5855.2817,8137.525268554687,2.6925992909229084,6.550573349,0.36062723,352881344.0,2.771193546240247,20.93000031,301169.01264192344,3,128,-0.8398447,0.90042543
13.0,55882.03674,1.069644195149233,0.0,152703.2281,7145.279,8565.488464355469,2.6926000638685585,6.962283134,0.35443896,402993856.0,2.6832330034428864,24.63229942,267188.03051941295,3,129,-0.6133404,1.2558846
12.0,51266.23645,1.0250346370654473,3.5636,188577.0502,2565.3635,14513.911743164062,2.6925992197419824,4.853163719,0.180332714,336514912.0,1.3595284615913972,7.125899792,413805.78593836026,3,130,0.35420036,1.45326
13.0,64354.7605,0.565604457423774,0.0,207781.1817,5220.313099999999,10846.86474609375,2.692600175657308,5.706717968,0.347082008,385479552.0,2.023743059493621,38.5306015,244846.02837862883,3,131,0.70231533,2.4700809
65.0,395806.8228,2.1046085560256333,19082.4281,1075667.0597,33843.927,216597.30078125,2.692599420766068,42.95611572,0.285271405,3443723264.0,3.8714377586021698,20.93000031,312407.87583637744,4,132,0.554595,-3.2320309
84.0,97711.90056,1.8587648749444297,52580.6144,1128612.0557,18985.2484,82112.39453125,-0.8065468510090144,49.96628571,0.559569701,2943609344.0,2.7600183487536345,6.653880119,3923.064143556244,4,133,5.1193123,-4.236454
18.0,98465.37329,2.247643462989335,0.0,213878.245,18300.9741,15696.401245117188,2.6925998909321573,6.745383739,0.393022444,709376320.0,3.492908379862536,38.5306015,236011.3193475182,0,134,-1.6234593,1.1653662
17.0,69921.00562,1.6091712440732708,0.0,245125.7259,9535.2704,23357.783203125,2.692598796443386,8.388631821,0.354342454,607223936.0,3.5021270222202805,28.15509987,365079.6000666452,0,135,-1.3678007,0.9469142
35.0,208309.4565,2.106256253431616,17997.8192,557359.6839000001,16934.1859,47493.0751953125,2.6925998947694616,13.48739243,0.361240088,1157409792.0,2.189214604186307,19.18199921,87043.55362937886,0,136,-3.8823833,-3.0828412
18.0,79280.72058,2.506390139872927,0.0,280520.83329999994,7364.0142,30070.3359375,2.69260019553219,8.899967194,0.358294286,667882816.0,4.104904790842068,32.2560997,350727.6413195685,0,137,-2.1358147,0.90113354
10.0,52003.91431,1.3987189046868354,0.0,155956.92299999998,2912.1114,9596.663696289062,2.692600102063314,5.741761208,0.216390513,629149824.0,1.8312673165453708,7.486859798,451758.3175783523,3,138,-0.26834965,1.0963311
25.0,119243.0959,1.4706809696021672,0.0,425458.4722,7865.9787,28891.89233398437,2.6926000625053312,12.59871101,0.433017958,572136704.0,1.6629135843390763,23.22089958,167888.47556274154,0,141,-0.94513416,0.12372303
10.0,55012.02124,0.7451871332061932,0.0,136120.8212,6620.463900000001,7850.160034179687,2.692599696113831,2.358455896,0.43672953,222604800.0,1.2144472176226273,23.22089958,187301.9676112,3,142,0.10079861,1.6262026
53.0,94358.2128,1.4902546012522055,20942.8921,746027.024,9839.0191,108167.26953125,-0.8065869418458126,34.03801727,0.204014998,3023141376.0,2.660841960421445,11.90060043,625380.338641767,4,145,5.0789194,-2.4740362
40.0,64074.67851,1.7066890898450815,24127.9257,622685.4993,29509.398,90085.556640625,-0.8081451047412425,27.26095009,0.221944245,1862163200.0,3.3623725308649988,13.01970005,647400.4192267153,4,147,1.9053736,-3.1055496
15.0,69024.71899,2.119298349785592,0.0,202334.4726,11078.5365,418946.384765625,2.876916510765451,6.728834629,0.268348268,564073216.0,4.057535944720003,25.28540039,316673.25439703546,0,148,-2.870799,0.09406471
40.0,92350.12523,1.5284528996544422,24144.0093,595132.9822,5543.4327,60556.5146484375,-0.8065876963174684,24.02626991,0.20855394,2674643200.0,2.447143606460589,11.90060043,639438.2208823403,4,149,3.3873978,-2.3677354
31.0,145552.0022,2.722543968748292,8278.4324,433055.4340999999,28891.6248,64715.73046875,2.692599946741396,19.2115593,0.314314451,1511155712.0,3.1093240155488644,19.91349983,291936.5640061308,0,150,-4.166562,-2.8999653
31.0,117858.1049,2.4931463091874884,0.0,320353.54980000004,24844.9006,32483.21923828125,2.6925994687002865,7.902971268,0.406451538,810260160.0,1.54880372837658,25.83329964,258100.8212738603,0,151,-2.9212852,-0.29121685
25.0,67074.21848,0.7121512450563916,0.0,247442.2204,9268.6166,19357.869384765625,2.6926009179198545,4.247848511,0.466806583,416476352.0,1.4077862799655394,26.01799965,280518.4663283209,3,152,-0.17183399,1.2129416
11.0,58794.09021,4.003782212382001,0.0,185202.1407,7007.2743,4880.529968261719,2.6926001888483952,4.456978798,0.423173105,196389584.0,4.101587188612688,20.99329948,111757.85630699196,0,155,-2.8660722,0.92108154
57.0,226233.7007,1.4569272298587732,23738.9762,755119.009,18320.3774,74587.4853515625,2.692599418307818,24.52683449,0.416629554,1608555136.0,0.7741955121652655,26.17609978,242957.47548816924,0,156,-1.4501843,-3.205907
20.0,53570.4317,1.842723099883692,0.0,228641.8283,10179.6061,106840.0908203125,2.692600511113741,8.099790573,0.385310646,332295584.0,2.7444906334057384,25.50320053,247878.87848590707,3,157,-1.1476088,1.0439887
12.0,69421.65649,10.53772747452275,3496.2384,113479.9525,4679.7713,27332.3271484375,2.6926008722423216,3.852892876,0.338321674,329796544.0,8.026343961120276,24.21520042,246990.1033349134,0,158,-4.4697948,1.0763121
31.0,102581.6907,-1.2312224194303667,8367.4794,307574.2687,28249.1827,63542.8388671875,2.692600130110561,9.295512199,0.414972891,829001920.0,-1.1146034730980747,24.21520042,245845.5173264815,4,159,0.9540825,-0.5407052
